X,norm_foldChange,LOGFC,pvalue,pvalue.adj.FDR,STATE
Elovl2,1.161932752,0.216526574,0.462033213,0.614031395,NA
Zfp383,1.161740355,0.216287667,0.23501912,0.348983817,NA
Cd52,1.16149084,0.215977777,0.941715271,1,NA
Xist,1.161406291,0.215872754,0,0,NA
Fam222a,1.161296773,0.215736705,0.233300123,0.346717449,NA
Efcab1,1.161133348,0.215533666,0.865511719,0.953165791,NA
9130008F23Rik,1.160959266,0.215317353,0.907250342,0.978613779,NA
Cited2,1.160846468,0.215177176,6.99E-15,2.67E-14,NA
Slc30a2,1.160581085,0.214847322,0.40610286,0.553326681,NA
Gm15893,1.160211947,0.21438838,0.18217344,0.280882658,NA
Rhbdl3,1.160132371,0.214289427,0.415694267,0.56455167,NA
Stx16,1.159989375,0.214111591,0.000421446,0.000913425,NA
Prcp,1.15996982,0.214087269,0.060147466,0.102409057,NA
Ccnd2,1.159776732,0.2138471,0,0,NA
Popdc3,1.159159329,0.213078881,0.776507821,0.883343354,NA
Gm48510,1.158669405,0.212468991,0.980656088,1,NA
Tmod4,1.158669405,0.212468991,0.988223638,1,NA
Slc7a3,1.158669405,0.212468991,0.993626882,1,NA
Ccdc63,1.158669405,0.212468991,0.901343384,0.974632945,NA
Hist1h2bg,1.158669405,0.212468991,0.871749055,0.956536004,NA
Gm44759,1.158669405,0.212468991,0.78523061,0.889164137,NA
Traf3ip3,1.158669405,0.212468991,0.785172213,0.889148892,NA
9430085M18Rik,1.158669405,0.212468991,0.405466122,0.552687444,NA
8430408G22Rik,1.158669405,0.212468991,0.223959775,0.334494379,NA
Acd,1.158473981,0.212225642,0.001532013,0.003169417,NA
2310040G24Rik,1.157682674,0.211239858,0.610606052,0.75665181,NA
Sema3d,1.157415434,0.210906787,0.800691355,0.901512406,NA
Morf4l2,1.157262501,0.210716147,0,0,NA
Litaf,1.156979561,0.210363379,5.28E-05,0.000122411,NA
Irak2,1.155681218,0.208743501,0.524748862,0.677994145,NA
D930020B18Rik,1.155377731,0.208364593,0.975790991,1,NA
Gm12689,1.155377731,0.208364593,0.988563065,1,NA
Lmtk3,1.155377731,0.208364593,0.813873425,0.913288382,NA
Traf2,1.155275602,0.208237062,0.07051037,0.118856734,NA
Upk3b,1.155259847,0.208217386,0,0,NA
Smarcd3,1.154967586,0.207852363,7.18E-05,0.000164831,NA
Tspan13,1.154694553,0.207511271,0.249157082,0.367714823,NA
Rnf208,1.154538676,0.207316503,0.335579749,0.476393721,NA
Bspry,1.154199976,0.206893206,0.029405404,0.052658292,NA
Sf3a2,1.154054274,0.206711074,6.73E-06,1.66E-05,NA
Zbtb3,1.153450173,0.205955684,0.669711595,0.806343355,NA
Pou4f1,1.153125532,0.205549577,0.985175091,1,NA
Hsd3b6,1.153125532,0.205549577,0.994528452,1,NA
Atp2c2,1.153125532,0.205549577,0.807631885,0.907590183,NA
Gm26542,1.153125532,0.205549577,0.743244511,0.873149037,NA
Ctbp1,1.152931273,0.205306515,2.21E-13,7.96E-13,NA
2700012I20Rik,1.152246626,0.204449543,0.879445075,0.962472161,NA
Ttc25,1.15148757,0.203498838,0.978842764,1,NA
Hist3h2ba,1.150997471,0.202884663,0.192815576,0.295647951,NA
Atg4b,1.150693529,0.202503643,0.007056762,0.013672692,NA
Sf3b4,1.150568676,0.202347099,1.74E-05,4.17E-05,NA
Gm10451,1.150242718,0.201938324,0.910611934,0.981437307,NA
Fmod,1.149891607,0.201497873,0.895639954,0.970002923,NA
Arhgef28,1.149780495,0.201358462,0.151109931,0.23737142,NA
Stard5,1.149648073,0.201192295,2.32E-05,5.52E-05,NA
Sema7a,1.149412817,0.200897042,0.69979035,0.836209642,NA
Mast1,1.149264621,0.20071102,0.97558204,1,NA
Osr1,1.149264621,0.20071102,0.356707271,0.493154717,NA
Gm15543,1.149185996,0.200612317,0.549237662,0.694682956,NA
Akr1b8,1.149039621,0.200428545,0.000511932,0.001103738,NA
Efhc2,1.148983558,0.200358154,0.841705864,0.936975453,NA
Dbndd1,1.148621136,0.199903014,0.491993378,0.64828501,NA
Lrrc34,1.148475833,0.199720498,0.638845062,0.776073797,NA
Gm26569,1.148475833,0.199720498,0.328905616,0.468330166,NA
Gadd45g,1.148430153,0.199663115,6.91E-11,2.23E-10,NA
Rap2b,1.148065763,0.199205285,0,0,NA
Atf6b,1.14748186,0.198471347,0.007188425,0.013901931,NA
Pla2r1,1.147354274,0.198310928,0.219203022,0.331975309,NA
Mib2,1.147345146,0.19829945,0.138434034,0.220719612,NA
Gm15728,1.147281991,0.198220035,0.957725412,1,NA
Ndufa3,1.146921141,0.197766199,0,0,NA
Vmac,1.146653195,0.197429115,0.1130279,0.183102422,NA
Pcp4l1,1.146126793,0.196766655,0.000869395,0.001841138,NA
Man2b2,1.145263313,0.195679333,0.028594012,0.051279528,NA
Pnrc2,1.14489454,0.195214713,1.30E-06,3.38E-06,NA
Rpl14,1.144537639,0.194764907,0,0,NA
Tbkbp1,1.144374133,0.194558793,0.775518913,0.883343354,NA
Prr15l,1.144039741,0.194137168,0.717344878,0.852644188,NA
Rras2,1.143712263,0.193724142,3.79E-06,9.55E-06,NA
Fscn1,1.143246731,0.193136794,0.031467018,0.056136797,NA
Ociad2,1.142567456,0.192279343,0.213579538,0.324353352,NA
1190002N15Rik,1.142361976,0.192019865,3.00E-15,1.16E-14,NA
Zfp72,1.14222709,0.191849506,0.413999678,0.562382483,NA
Slc35f2,1.141937717,0.191483966,0.545918289,0.69136839,NA
Gm37245,1.141113808,0.190442685,0.956208729,1,NA
Ntf3,1.141113808,0.190442685,0.956217823,1,NA
Gm29797,1.141113808,0.190442685,0.956220247,1,NA
Gm42688,1.141113808,0.190442685,0.956224782,1,NA
Fxyd3,1.141113808,0.190442685,0.970541523,1,NA
Majin,1.141113808,0.190442685,0.970558217,1,NA
Anxa8,1.141113808,0.190442685,0.970572903,1,NA
Gm16229,1.141113808,0.190442685,0.970585371,1,NA
Xlr5c,1.141113808,0.190442685,0.9738708,1,NA
Sbk3,1.141113808,0.190442685,0.973892213,1,NA
Gm40773,1.141113808,0.190442685,0.986843293,1,NA
Rassf4,1.141113808,0.190442685,0.98868308,1,NA
Tex22,1.141113808,0.190442685,0.994776209,1,NA
Gm19557,1.141113808,0.190442685,0.994780119,1,NA
Gm28959,1.141113808,0.190442685,0.994783046,1,NA
Gm16287,1.141113808,0.190442685,0.995902797,1,NA
AC140300.3,1.141113808,0.190442685,0.997278058,1,NA
1700066B19Rik,1.141113808,0.190442685,0.89195164,0.969558877,NA
1700026J14Rik,1.141113808,0.190442685,0.887099802,0.967571485,NA
Nek11,1.141113808,0.190442685,0.887161927,0.967571485,NA
4933428P19Rik,1.141113808,0.190442685,0.887176488,0.967571485,NA
A1bg,1.141113808,0.190442685,0.835641163,0.932014241,NA
4930445N18Rik,1.141113808,0.190442685,0.819944283,0.918538127,NA
Medag,1.141113808,0.190442685,0.79586836,0.897358582,NA
Plaur,1.141113808,0.190442685,0.518609923,0.677994145,NA
Ttc30a1,1.141113808,0.190442685,0.16824321,0.260827064,NA
Phb,1.141047637,0.190359024,5.64E-09,1.66E-08,NA
Tmie,1.139794601,0.188773864,0.515231955,0.674611919,NA
Mavs,1.139593244,0.188518974,0.07231256,0.121712756,NA
Angptl2,1.139309675,0.188159939,0.121648683,0.196216509,NA
Usp18,1.13919597,0.188015947,0.933524417,0.997170373,NA
Gata1,1.139078701,0.187867428,0.122788737,0.197877965,NA
Lpar2,1.138478441,0.187106972,0.289297105,0.420370914,NA
Tldc1,1.138428834,0.187044108,0.564577487,0.71122099,NA
Nacc2,1.138339063,0.18693034,0.076589996,0.127874017,NA
0610010K14Rik,1.137334994,0.185657253,0.009842391,0.018770358,NA
Cklf,1.137329804,0.185650669,3.46E-05,8.12E-05,NA
Scgb1a1,1.137245626,0.185543885,0.932740326,0.996604146,NA
Kcnu1,1.137245626,0.185543885,0.728855467,0.860433837,NA
4930432K21Rik,1.137038402,0.18528098,0.702482822,0.838858854,NA
Psap,1.136558095,0.184671429,0,0,NA
1700037H04Rik,1.136361274,0.184421572,0.000955132,0.002014128,NA
Gcnt4,1.136258005,0.184290458,0.959682642,1,NA
Ctdsp1,1.13619302,0.184207945,3.15E-05,7.42E-05,NA
Ube2w,1.136143247,0.184144744,2.16E-05,5.15E-05,NA
C1qtnf12,1.135794741,0.183702137,3.45E-06,8.71E-06,NA
Ppt1,1.135547399,0.183387927,6.17E-08,1.73E-07,NA
Peg10,1.135497588,0.183324641,0.012626952,0.023780539,NA
Pcdh11x,1.135472346,0.183292571,0.470126005,0.623348525,NA
Alg2,1.135152346,0.182885931,0.045712979,0.079543477,NA
Mir670hg,1.134945625,0.18262318,0.951696065,1,NA
Abtb2,1.13486113,0.182515769,0.727479717,0.859219806,NA
Zfp85,1.134760712,0.182388107,0.621890225,0.767156896,NA
Plet1os,1.134593158,0.182175069,0.986153482,1,NA
Trpt1,1.134383378,0.181908298,0.685465315,0.822209351,NA
Snrpn,1.133955001,0.181363391,0.0094656,0.018072683,NA
Klhdc9,1.133609384,0.180923607,0.548124799,0.693674439,NA
Det1,1.13289392,0.180012779,0.18392357,0.283296272,NA
AW551984,1.132814798,0.179912017,0.611165261,0.757278534,NA
Ggnbp1,1.132478352,0.179483473,0.188698806,0.290017241,NA
Uqcrc1,1.132274866,0.179224223,0,0,NA
Dcakd,1.132190813,0.179117122,0.000474945,0.001026868,NA
Ulk3,1.131798593,0.178617249,0.758621347,0.883343354,NA
Irf5,1.131191079,0.177842648,0.00134838,0.002807423,NA
Nadk,1.131001688,0.177601083,2.28E-05,5.44E-05,NA
Acad12,1.130950041,0.177535201,0.619913132,0.765548341,NA
Btaf1,1.130900422,0.177471902,0.211122771,0.320941645,NA
Hdhd3,1.130658911,0.177163773,0.447593073,0.599317367,NA
AL590144.2,1.130565697,0.17704483,0.303837967,0.439242087,NA
Mpzl1,1.130336005,0.176751693,2.01E-06,5.16E-06,NA
Tifa,1.130286104,0.176688002,0.099288759,0.162266763,NA
Cpox,1.130273959,0.1766725,0.130524886,0.209237399,NA
A230107N01Rik,1.129349748,0.175492343,0.962325394,1,NA
Mthfsl,1.12928431,0.175408746,0.017772531,0.032830737,NA
2200002D01Rik,1.129132844,0.175215231,0.452635323,0.604328167,NA
Sez6l2,1.129102084,0.175175928,0.984787108,1,NA
Rtkn2,1.129102084,0.175175928,0.147724321,0.232440273,NA
Prdx1,1.128746844,0.174721954,0,0,NA
Spats1,1.128333333,0.174193333,0.865170623,0.953165791,NA
Srprb,1.128179403,0.173996504,0.021460927,0.039147201,NA
Amer2,1.128043782,0.173823063,0.607078813,0.753620896,NA
Pla2g1b,1.127978685,0.173739806,0.240065216,0.355516427,NA
AC158922.1,1.12768894,0.173369171,0.943130535,1,NA
Ptchd3,1.12768894,0.173369171,0.982648458,1,NA
Oit3,1.127243916,0.172799724,0.923659131,0.989784842,NA
Rsl1,1.126518166,0.171870579,0.431646719,0.583271324,NA
Kif19a,1.126183347,0.171441723,0.820870575,0.919419649,NA
Tmem185a,1.125898957,0.17107736,0.172947149,0.267700108,NA
AI467606,1.125569224,0.170654787,0.337115619,0.478222419,NA
D730045B01Rik,1.125553165,0.170634204,0.626074922,0.768137282,NA
Cma1,1.125482112,0.170543127,0.824431055,0.922415567,NA
Iba57,1.125482112,0.170543127,0.567288129,0.712729294,NA
Xylt2,1.125439641,0.170488685,0.114564447,0.185363964,NA
Slamf1,1.124812182,0.169684125,0.977324651,1,NA
Asap3,1.124812182,0.169684125,0.656135409,0.793764594,NA
Tuba1b,1.124776781,0.169638718,8.49E-08,2.35E-07,NA
Eif4a2,1.124373046,0.169120775,3.11E-15,1.20E-14,NA
Phf23,1.124082259,0.168747614,0.005765653,0.011261548,NA
Pld3,1.123870842,0.168476247,1.48E-09,4.48E-09,NA
Coro1b,1.12380705,0.168394356,0.000364901,0.000794527,NA
Gm10561,1.123558211,0.168074872,0.945385912,1,NA
Gm26682,1.123558211,0.168074872,0.672431779,0.809031587,NA
Naa60,1.123515908,0.168020552,0.149142385,0.234503735,NA
Cotl1,1.122967973,0.167316782,0.039337925,0.068984302,NA
Tgfb1,1.122898846,0.167227971,0.275453126,0.40244141,NA
Ccnjl,1.122767927,0.167059757,0.252629326,0.372200812,NA
Agpat4,1.122622412,0.166872766,0.441177697,0.59448582,NA
Hmgn2,1.122329459,0.16649624,3.40E-06,8.59E-06,NA
Mdk,1.122190635,0.166317779,1.54E-05,3.72E-05,NA
Praf2,1.121806459,0.165823795,0.034166139,0.060483052,NA
Rab29,1.121744349,0.165743916,0.703945175,0.840250159,NA
BC024978,1.121375623,0.165269614,0.683669547,0.820403456,NA
AC152827.1,1.120366284,0.163970473,0.96204079,1,NA
Gm15420,1.120366284,0.163970473,0.967308283,1,NA
Panx2,1.120366284,0.163970473,0.997017764,1,NA
Kcnk6,1.120366284,0.163970473,0.997023697,1,NA
Syt1,1.120366284,0.163970473,0.914988479,0.983352635,NA
Gm15690,1.120366284,0.163970473,0.868135103,0.954104828,NA
Atp4a,1.120366284,0.163970473,0.744765282,0.874727885,NA
Gltp,1.120366284,0.163970473,0.029442747,0.052720394,NA
Creb5,1.119850818,0.163306555,0.368178473,0.506924271,NA
Chpf,1.119767798,0.163199597,0.013180406,0.02476865,NA
Shisa4,1.119730074,0.163150993,0.005965851,0.011641086,NA
Rpl35,1.119075271,0.162307078,0,0,NA
Gcc1,1.119000816,0.162211089,0.578283872,0.724153985,NA
Thap11,1.118418033,0.161459527,0.013145308,0.024707385,NA
Deaf1,1.118302995,0.161311127,0.035134046,0.062057707,NA
Clu,1.118101169,0.161050733,0.001223662,0.002556628,NA
D830025C05Rik,1.118035102,0.160965484,0.871544312,0.956402437,NA
E430024P14Rik,1.118002642,0.160923598,0.580160143,0.725860452,NA
Pou5f1,1.117825771,0.160695341,0.867688673,0.953830675,NA
Gm12840,1.117674714,0.160500369,0.436220046,0.588767633,NA
Kazald1,1.117613105,0.160420843,0.039458263,0.069176939,NA
Gpat4,1.117456571,0.160218763,0.005276281,0.010343476,NA
Grin2d,1.117090359,0.159745888,0.833732462,0.930507499,NA
Nudt16l1,1.117036204,0.159675945,0.002463352,0.004995881,NA
Nkiras2,1.116755057,0.159312787,0.132152684,0.211692488,NA
Gpld1,1.116626387,0.159146554,0.910291139,0.981163615,NA
Zc3h3,1.116453195,0.158922771,0.329261732,0.468736054,NA
Hist1h2bc,1.116150555,0.158531643,0.102848212,0.167530493,NA
Igsf9b,1.115955393,0.158279361,0.664871889,0.801750316,NA
Plin1,1.115755723,0.158021207,0.974663083,1,NA
Chl1,1.115755723,0.158021207,0.984176037,1,NA
Rtl8a,1.115339163,0.157482486,0.00136354,0.002837197,NA
AC163354.1,1.115031207,0.157084088,0.841526217,0.936880881,NA
Gm14703,1.115031207,0.157084088,0.755441622,0.883343354,NA
Tead2,1.114935193,0.156959854,1.06E-07,2.92E-07,NA
Polr1c,1.114491206,0.156385233,0.001796553,0.003693143,NA
Zfp937,1.114101421,0.155880573,0.251225504,0.370325557,NA
Tspan6,1.114051112,0.155815424,9.38E-09,2.74E-08,NA
Lyrm7,1.113863329,0.155572225,0.507215181,0.665833488,NA
Msh5,1.113330167,0.1548815,0.868345412,0.954157576,NA
Adam15,1.113086451,0.154565648,0.39546182,0.540764183,NA
Ppp1r42,1.112585963,0.153916809,0.978942337,1,NA
Cyp26a1,1.112585963,0.153916809,0.921749851,0.98836774,NA
Krt33a,1.112585963,0.153916809,0.61920893,0.764774961,NA
Prss53,1.112585963,0.153916809,0.613913708,0.759867301,NA
Tmem256,1.112257497,0.153490823,1.44E-09,4.37E-09,NA
Gm19412,1.111599725,0.152637383,0.358807389,0.495711835,NA
Reep6,1.111345622,0.152307556,0.734172929,0.864853787,NA
Notch4,1.111241719,0.152172668,0.897428864,0.971542993,NA
Fermt3,1.110971179,0.151821391,0.989582534,1,NA
9230104L09Rik,1.110790504,0.151586749,0.737158526,0.867544482,NA
Tnfrsf18,1.110731211,0.151509737,0.142553696,0.22505605,NA
Paqr4,1.110457019,0.151153554,0.498188608,0.655418934,NA
Gm13205,1.110156146,0.15076261,0.548098156,0.693674439,NA
Axl,1.110129212,0.150727607,3.50E-10,1.09E-09,NA
Bicdl2,1.109883325,0.150408023,0.217362913,0.329390206,NA
Agbl2,1.109634806,0.150084947,0.970101577,1,NA
Marf1,1.109569975,0.150000655,3.66E-15,1.41E-14,NA
Pold2,1.109422535,0.149808936,0.114640848,0.185442091,NA
Slc23a3,1.109335955,0.149696342,0.916624921,0.984272517,NA
Stard8,1.109335955,0.149696342,0.884029945,0.966260747,NA
Gm42715,1.108886386,0.149111558,0.571321236,0.716886786,NA
4931414P19Rik,1.108736184,0.148916128,0.34565103,0.483739981,NA
Lsr,1.108667214,0.14882638,9.99E-16,3.93E-15,NA
5033406O09Rik,1.108510556,0.148622509,0.982272599,1,NA
Ppara,1.108510556,0.148622509,0.700720939,0.837209632,NA
Triobp,1.108376936,0.148448596,0.017732576,0.032763046,NA
Gm4779,1.10791777,0.147850808,0.840352753,0.936153819,NA
Gm33321,1.107877483,0.147798347,0.226934884,0.338350474,NA
Zg16,1.107814401,0.147716199,0.25775376,0.379073311,NA
Ogfod2,1.107710477,0.147580852,0.339075141,0.480631726,NA
Ctnna3,1.107551637,0.147373963,0.967115051,1,NA
Wnt9a,1.107453725,0.147246417,0.126522085,0.203314847,NA
Esrra,1.107353044,0.147115253,0.49746907,0.654602869,NA
Rnf128,1.107214053,0.146934159,0.007874668,0.01515797,NA
Pcyt2,1.106970245,0.146616444,0.17207874,0.266460138,NA
Trmt2a,1.1063772,0.145843331,0.048352658,0.083797723,NA
Jmjd7,1.106351401,0.145809689,0.019827391,0.036331551,NA
Dll3,1.10619004,0.145599258,0.756932286,0.883343354,NA
Fibin,1.106002614,0.145354795,0.981805063,1,NA
Gata2,1.106002614,0.145354795,0.890508878,0.968986954,NA
AI839979,1.106002614,0.145354795,0.846268277,0.94062555,NA
Lrrtm1,1.106002614,0.145354795,0.825868847,0.923710872,NA
Neil1,1.105755352,0.145032225,0.638273428,0.775569825,NA
Gm44386,1.105744865,0.145018542,0.535611453,0.680100066,NA
Med9os,1.105675491,0.144928025,0.678328816,0.815131512,NA
Gba2,1.105555021,0.144770826,0.6597312,0.797286001,NA
S100a9,1.105389417,0.144554705,0,0,NA
Cd164l2,1.105328479,0.14447517,0.51157804,0.670404388,NA
Gpr137b,1.105143916,0.144234255,0.343298849,0.483739981,NA
Cbx2,1.105078635,0.144149032,0.752597447,0.88219882,NA
Ptch2,1.105078635,0.144149032,0.227669331,0.339317671,NA
Mov10,1.104930127,0.143955139,0.024126038,0.043638578,NA
Gprc5a,1.104805641,0.143792591,0.97869607,1,NA
Gm49032,1.104805641,0.143792591,0.982867697,1,NA
Fam19a1,1.104805641,0.143792591,0.870897902,0.955973134,NA
Arhgap36,1.104303685,0.14313697,0.981401476,1,NA
Dnah2,1.103852949,0.142547995,0.804935095,0.90536325,NA
Wnt10b,1.103644399,0.142275402,0.638552995,0.775814248,NA
3110040N11Rik,1.103322082,0.141854004,0.172136201,0.266528259,NA
Rtkn,1.103313525,0.141842815,0.181354711,0.279685684,NA
Zfp991,1.103267822,0.141783053,0.365701831,0.503899995,NA
Gm45799,1.103076681,0.141533084,0.981559049,1,NA
Gpt2,1.102946862,0.141363285,0.264697654,0.388304336,NA
Ccar2,1.102851609,0.141238687,0.26000028,0.381979771,NA
Tut1,1.102665151,0.140994751,0.242594617,0.358725323,NA
4933427J07Rik,1.102582692,0.14088686,0.951465744,1,NA
Josd2,1.102582692,0.14088686,0.011404545,0.021601717,NA
Ly6e,1.102565341,0.140864156,9.16E-09,2.68E-08,NA
Tmem9,1.102407983,0.14065824,9.40E-08,2.60E-07,NA
A830011K09Rik,1.102148946,0.140319205,0.959178483,1,NA
Gm12996,1.102148946,0.140319205,0.962499626,1,NA
Prox1os,1.102148946,0.140319205,0.969756681,1,NA
Prickle4,1.102148946,0.140319205,0.969857151,1,NA
Pfkfb1,1.102148946,0.140319205,0.764640215,0.883343354,NA
C030010L15Rik,1.101888021,0.139977618,0.916040653,0.983858686,NA
Taf13,1.10180073,0.139863324,0.011765712,0.022253862,NA
Bgn,1.101786412,0.139844576,0.193331757,0.296309256,NA
Ncaph2,1.101779961,0.139836129,0.049802481,0.086166958,NA
Tmem117,1.101646714,0.139661641,0.937125981,1,NA
Alyref2,1.101383929,0.139317463,0.026609638,0.047874448,NA
Reps2,1.101230219,0.139116104,0.742007536,0.871954696,NA
Lnx1,1.101157894,0.139021351,0.836710897,0.932703144,NA
Anapc13,1.100833917,0.138596826,9.32E-12,3.13E-11,NA
Tra2b,1.100599966,0.138290189,3.12E-08,8.87E-08,NA
Cp,1.100588271,0.138274859,0.97891983,1,NA
Rrm2,1.100384123,0.138007228,0.068607483,0.115826711,NA
Zfp58,1.100316465,0.137918521,0.258411863,0.379843555,NA
Pmf1,1.099884644,0.137352222,0.130005389,0.20848907,NA
Slc35b2,1.09953002,0.136886994,0.001553979,0.003212845,NA
Fbxw5,1.099095863,0.136317223,0.004892431,0.009628187,NA
Ring1,1.098991665,0.136180444,0.004077999,0.008093014,NA
Nans,1.098934601,0.136105533,0.031559796,0.056297237,NA
Tmem55a,1.098508608,0.135546174,0.145896399,0.229783345,NA
Slc39a4,1.098094182,0.135001798,0.205394945,0.313076195,NA
Lpin3,1.09805291,0.134947572,0.926043349,0.991802652,NA
1600014C10Rik,1.09805291,0.134947572,0.571501424,0.717021949,NA
Jaml,1.098012915,0.134895024,0.105295876,0.171305994,NA
Cmtr1,1.09796463,0.13483158,0.614679172,0.760251982,NA
Prdm6,1.097936529,0.134794655,0.875192043,0.959622106,NA
Tomm40l,1.097623806,0.134383677,0.133490321,0.213610421,NA
Slc26a6,1.097170295,0.133787468,0.317451003,0.457351325,NA
Rpl27,1.097107851,0.133705356,0,0,NA
Mlf2,1.096760488,0.133248503,7.31E-11,2.36E-10,NA
Tada1,1.096724248,0.133200832,0.034477472,0.060995996,NA
Fcho1,1.096322425,0.132672153,0.428734728,0.580049419,NA
Ldlrad3,1.095843903,0.132042309,0.18576727,0.285933629,NA
Gpr160,1.095469256,0.131548996,0.942775551,1,NA
Ldhc,1.095469256,0.131548996,0.960054591,1,NA
Zyg11a,1.095469256,0.131548996,0.96006825,1,NA
F630042J09Rik,1.095469256,0.131548996,0.960088769,1,NA
Cd300lf,1.095469256,0.131548996,0.96009235,1,NA
Gm15351,1.095469256,0.131548996,0.960109776,1,NA
Dntt,1.095469256,0.131548996,0.960110572,1,NA
Tmem132d,1.095469256,0.131548996,0.963631165,1,NA
Plcxd3,1.095469256,0.131548996,0.966396268,1,NA
Gm35842,1.095469256,0.131548996,0.966398034,1,NA
Tbx15,1.095469256,0.131548996,0.966401344,1,NA
Kl,1.095469256,0.131548996,0.973343531,1,NA
Tek,1.095469256,0.131548996,0.978762251,1,NA
Iqcm,1.095469256,0.131548996,0.979527015,1,NA
Gm15651,1.095469256,0.131548996,0.980335546,1,NA
Kif26a,1.095469256,0.131548996,0.980540621,1,NA
Lta,1.095469256,0.131548996,0.985231513,1,NA
2210417A02Rik,1.095469256,0.131548996,0.985235605,1,NA
Ros1,1.095469256,0.131548996,0.985236577,1,NA
Rln3,1.095469256,0.131548996,0.985239305,1,NA
AC154378.1,1.095469256,0.131548996,0.985240296,1,NA
Npy2r,1.095469256,0.131548996,0.985240312,1,NA
Tmem169,1.095469256,0.131548996,0.985240345,1,NA
Gm26793,1.095469256,0.131548996,0.985242779,1,NA
Ctcfl,1.095469256,0.131548996,0.985243194,1,NA
Lncenc1,1.095469256,0.131548996,0.985245224,1,NA
Tmco5b,1.095469256,0.131548996,0.985245882,1,NA
Igf1os,1.095469256,0.131548996,0.985247325,1,NA
Kcnmb3,1.095469256,0.131548996,0.985247964,1,NA
Gm10822,1.095469256,0.131548996,0.985248797,1,NA
Phgr1,1.095469256,0.131548996,0.985250335,1,NA
Bcas1,1.095469256,0.131548996,0.985250769,1,NA
4921501I09Rik,1.095469256,0.131548996,0.985251044,1,NA
Prss44,1.095469256,0.131548996,0.985251324,1,NA
Nuggc,1.095469256,0.131548996,0.985255026,1,NA
Gm15409,1.095469256,0.131548996,0.985255208,1,NA
Gm15883,1.095469256,0.131548996,0.985257504,1,NA
Gm20406,1.095469256,0.131548996,0.98525774,1,NA
Ccr5,1.095469256,0.131548996,0.985260247,1,NA
Gm47027,1.095469256,0.131548996,0.985263696,1,NA
Slc36a3os,1.095469256,0.131548996,0.985265493,1,NA
Col7a1,1.095469256,0.131548996,0.988697358,1,NA
Akap6,1.095469256,0.131548996,0.995772082,1,NA
Cfap61,1.095469256,0.131548996,0.996951207,1,NA
1700061G19Rik,1.095469256,0.131548996,0.997945005,1,NA
D030068K23Rik,1.095469256,0.131548996,0.999318392,1,NA
Tnfrsf9,1.095469256,0.131548996,0.999320009,1,NA
Gm5111,1.095469256,0.131548996,0.999324229,1,NA
Gm6871,1.095469256,0.131548996,0.99932573,1,NA
Gm47545,1.095469256,0.131548996,0.999329016,1,NA
Gm17034,1.095469256,0.131548996,0.999330509,1,NA
Nxph1,1.095469256,0.131548996,0.999333921,1,NA
Gm42596,1.095469256,0.131548996,0.999335346,1,NA
Gm19705,1.095469256,0.131548996,0.934823284,0.998353711,NA
Jph4,1.095469256,0.131548996,0.929770983,0.994719328,NA
Il20ra,1.095469256,0.131548996,0.929772018,0.994719328,NA
Steap4,1.095469256,0.131548996,0.894683535,0.969558877,NA
Agmat,1.095469256,0.131548996,0.877844693,0.961555459,NA
6430531B16Rik,1.095469256,0.131548996,0.877368235,0.961315761,NA
Amigo1,1.095469256,0.131548996,0.847825624,0.941563219,NA
Mfng,1.095469256,0.131548996,0.738543654,0.868503109,NA
Gm13285,1.095469256,0.131548996,0.698737663,0.835294232,NA
Shc3,1.095469256,0.131548996,0.698737893,0.835294232,NA
Evi5l,1.095469256,0.131548996,0.201149538,0.307386443,NA
Golph3,1.095396205,0.131452787,0.000292144,0.0006414,NA
Alkbh6,1.094983675,0.130909361,0.003687774,0.007348559,NA
Rnf135,1.094632594,0.13044672,0.186692046,0.287156021,NA
Zfp93,1.094597067,0.130399896,0.891380931,0.969338785,NA
Tsacc,1.094560906,0.130352235,0.718012656,0.853284154,NA
Ifit1,1.09446974,0.130232067,0.017592841,0.032517013,NA
Fundc1,1.094306646,0.130017066,0.038298314,0.067286428,NA
Gm33370,1.094298883,0.130006831,0.873634945,0.958127157,NA
Nabp1,1.094273329,0.129973141,0.948905811,1,NA
Ftl1-ps1,1.094235619,0.129923424,0.000807527,0.001714522,NA
4930502E18Rik,1.093848739,0.129413251,0.022883319,0.041565551,NA
Sox13,1.093498987,0.128951884,0.932102259,0.996458104,NA
Proser2,1.093191773,0.128546508,0.55413336,0.699756919,NA
Zfp993,1.093066911,0.128381717,0.831544474,0.928746518,NA
Cacnb1,1.092956711,0.128236262,0.778242049,0.883525741,NA
Icam4,1.092748719,0.127961687,0.930700124,0.995496976,NA
Mymx,1.09233337,0.127413221,0.213083056,0.323747505,NA
6430710C18Rik,1.091889291,0.126826585,0.976483248,1,NA
Gm10244,1.091849864,0.12677449,0.89370446,0.969558877,NA
Rtl6,1.091500164,0.126312347,0.330506821,0.470339372,NA
Mtfp1,1.091190079,0.125902433,0.238792101,0.353869399,NA
E330017L17Rik,1.090549484,0.125055234,0.946351276,1,NA
Pla2g4c,1.090397639,0.124854343,0.972087008,1,NA
Ankrd6,1.090236122,0.124640626,0.971805268,1,NA
Acat2,1.090208197,0.124603673,0.285538134,0.415733102,NA
Zfp207,1.090203918,0.12459801,9.65E-06,2.36E-05,NA
H1f0,1.089412859,0.123550801,0.000205706,0.000456847,NA
