x,norm_foldChange,logFC,pvalue,pvalue.adj.FDR,State
Grid2ip,0.958803987,-0.060692187,0.999987951,0.999994095,NA
Gm12320,0.958803987,-0.060692187,0.999987944,0.999994095,NA
Ccdc42os,0.958803987,-0.060692187,0.999987908,0.999994095,NA
AU022754,0.958803987,-0.060692187,0.999987884,0.999994095,NA
Gm30918,0.958803987,-0.060692187,0.999987871,0.999994095,NA
Gm3739,0.958803987,-0.060692187,0.99998779,0.999994095,NA
Gm5091,0.958803987,-0.060692187,0.999987734,0.999994095,NA
4930488L21Rik,0.958803987,-0.060692187,0.999987637,0.999994095,NA
BC046251,0.958803987,-0.060692187,0.999987523,0.999994095,NA
Gm48702,0.958803987,-0.060692187,0.999987496,0.999994095,NA
Gm33489,0.958803987,-0.060692187,0.999987455,0.999994095,NA
Dusp27,0.958803987,-0.060692187,0.999972117,0.999994095,NA
Hspa1l,0.958803987,-0.060692187,0.999971807,0.999994095,NA
Tnfrsf9,0.958803987,-0.060692187,0.999971566,0.999994095,NA
A930028N01Rik,0.958803987,-0.060692187,0.999971533,0.999994095,NA
Noxred1,0.958803987,-0.060692187,0.999971251,0.999994095,NA
Gm26804,0.958803987,-0.060692187,0.999970956,0.999994095,NA
Adra2c,0.958803987,-0.060692187,0.999970817,0.999994095,NA
Gm43357,0.958803987,-0.060692187,0.999970768,0.999994095,NA
Hrasls,0.958803987,-0.060692187,0.999969975,0.999994095,NA
Gria2,0.958803987,-0.060692187,0.999969664,0.999994095,NA
Upk3bl,0.958803987,-0.060692187,0.999969656,0.999994095,NA
Pdzd3,0.958803987,-0.060692187,0.999969319,0.999994095,NA
5730437C11Rik,0.958803987,-0.060692187,0.999968924,0.999994095,NA
Catsperg2,0.958803987,-0.060692187,0.99996832,0.999994095,NA
Lmntd1,0.958803987,-0.060692187,0.999968213,0.999994095,NA
Gm43568,0.958803987,-0.060692187,0.999967722,0.999994095,NA
Gm41077,0.958803987,-0.060692187,0.999967177,0.999994095,NA
Gm6559,0.958803987,-0.060692187,0.999967114,0.999994095,NA
Ros1,0.958803987,-0.060692187,0.999966405,0.999994095,NA
Phf21b,0.958803987,-0.060692187,0.999966209,0.999994095,NA
Jph2,0.958803987,-0.060692187,0.999964207,0.999994095,NA
Gm26765,0.958803987,-0.060692187,0.999949062,0.999994095,NA
Gm43348,0.958803987,-0.060692187,0.999944518,0.999994095,NA
Col2a1,0.958803987,-0.060692187,0.999943986,0.999994095,NA
Zpld1,0.958803987,-0.060692187,0.999943205,0.999994095,NA
Hist1h2ao,0.958803987,-0.060692187,0.999941094,0.999994095,NA
Acot12,0.958803987,-0.060692187,0.999939582,0.999994095,NA
Ppm1j,0.958803987,-0.060692187,0.999913512,0.999994095,NA
Btn1a1,0.958803987,-0.060692187,0.99990998,0.999994095,NA
AC162693.1,0.958803987,-0.060692187,0.999904315,0.999994095,NA
Abo,0.958803987,-0.060692187,0.999902498,0.999994095,NA
Ncf2,0.958803987,-0.060692187,0.999881178,0.999994095,NA
Fgf7,0.958803987,-0.060692187,0.999877655,0.999994095,NA
Zfp973,0.958803987,-0.060692187,0.99985651,0.999994095,NA
Gm31718,0.958803987,-0.060692187,0.999797528,0.999994095,NA
9330179D12Rik,0.958803987,-0.060692187,0.999385815,0.999994095,NA
Zfp455,0.958803987,-0.060692187,0.998503207,0.999994095,NA
Tex13b,0.958803987,-0.060692187,0.998201765,0.999994095,NA
Bsn,0.958803987,-0.060692187,0.996827785,0.999994095,NA
Prickle2,0.958803987,-0.060692187,0.993158924,0.999994095,NA
Adcyap1,0.958803987,-0.060692187,0.992883895,0.999994095,NA
Cidea,0.958803987,-0.060692187,0.992878845,0.999994095,NA
Sec1,0.958803987,-0.060692187,0.991462089,0.999994095,NA
Gm17634,0.958803987,-0.060692187,0.989612109,0.999994095,NA
Gm26739,0.958803987,-0.060692187,0.988288142,0.999994095,NA
AC154438.1,0.958803987,-0.060692187,0.987597408,0.999994095,NA
B430306N03Rik,0.958803987,-0.060692187,0.98752933,0.999994095,NA
D030040B21Rik,0.958803987,-0.060692187,0.986956174,0.999994095,NA
4930426L09Rik,0.958803987,-0.060692187,0.984847366,0.999994095,NA
Pik3cg,0.958803987,-0.060692187,0.98481803,0.999994095,NA
Mfsd4b5,0.958803987,-0.060692187,0.981896404,0.999994095,NA
1700112D23Rik,0.958803987,-0.060692187,0.981689638,0.999994095,NA
Gm48584,0.958803987,-0.060692187,0.981685058,0.999994095,NA
Fbp1,0.958803987,-0.060692187,0.981659797,0.999994095,NA
Rbm46os,0.958803987,-0.060692187,0.981657795,0.999994095,NA
Gnmt,0.958803987,-0.060692187,0.980910683,0.999994095,NA
Gm28731,0.958803987,-0.060692187,0.979500261,0.999994095,NA
Gnrh1,0.958803987,-0.060692187,0.976670627,0.999994095,NA
Baiap3,0.958803987,-0.060692187,0.976668825,0.999994095,NA
Tmem71,0.958803987,-0.060692187,0.976651381,0.999994095,NA
Gm16506,0.958803987,-0.060692187,0.976613077,0.999994095,NA
Runx2,0.958803987,-0.060692187,0.975396451,0.999994095,NA
Sox7,0.958803987,-0.060692187,0.974988806,0.999994095,NA
Sema4f,0.958803987,-0.060692187,0.969525489,0.999994095,NA
C1ql4,0.958803987,-0.060692187,0.969501977,0.999994095,NA
Gm45441,0.958803987,-0.060692187,0.967619904,0.999994095,NA
Duxbl3,0.958803987,-0.060692187,0.967610141,0.999994095,NA
4930500M09Rik,0.958803987,-0.060692187,0.967597827,0.999994095,NA
Mlip,0.958803987,-0.060692187,0.967567378,0.999994095,NA
Fam217a,0.958803987,-0.060692187,0.967544972,0.999994095,NA
Rpl3l,0.958803987,-0.060692187,0.967536977,0.999994095,NA
Tmem130,0.958803987,-0.060692187,0.964895332,0.999994095,NA
Cwf19l1,0.958803987,-0.060692187,0.964074564,0.999994095,NA
Hsd11b2,0.958803987,-0.060692187,0.958812225,0.999994095,NA
Rad51c,0.958803987,-0.060692187,0.957257083,0.999994095,NA
Dio2,0.958803987,-0.060692187,0.947916609,0.999994095,NA
Card11,0.958803987,-0.060692187,0.947904496,0.999994095,NA
Dgkb,0.958803987,-0.060692187,0.947893982,0.999994095,NA
Gm47414,0.958803987,-0.060692187,0.94789276,0.999994095,NA
Gm35082,0.958803987,-0.060692187,0.947892393,0.999994095,NA
Kcnn3,0.958803987,-0.060692187,0.947890932,0.999994095,NA
Gm12973,0.958803987,-0.060692187,0.947886301,0.999994095,NA
A930017K11Rik,0.958803987,-0.060692187,0.947885336,0.999994095,NA
D330045A20Rik,0.958803987,-0.060692187,0.947884287,0.999994095,NA
Nlgn3,0.958803987,-0.060692187,0.947881855,0.999994095,NA
Lin7b,0.958803987,-0.060692187,0.937852152,0.999994095,NA
Hsh2d,0.958803987,-0.060692187,0.937137051,0.999994095,NA
Gm16568,0.958803987,-0.060692187,0.937106267,0.999994095,NA
Mixl1,0.958803987,-0.060692187,0.937102922,0.999994095,NA
Zfp957,0.958803987,-0.060692187,0.937097797,0.999994095,NA
Gbx2,0.958803987,-0.060692187,0.937094348,0.999994095,NA
Gm26636,0.958803987,-0.060692187,0.937085925,0.999994095,NA
Hr,0.958803987,-0.060692187,0.923679832,0.999994095,NA
Sptssb,0.958803987,-0.060692187,0.895147248,0.999140841,NA
Ankrd34b,0.958803987,-0.060692187,0.880571771,0.992781935,NA
Gm15965,0.958803987,-0.060692187,0.880569934,0.992781935,NA
Gm8075,0.958803987,-0.060692187,0.880568935,0.992781935,NA
Trdn,0.958803987,-0.060692187,0.880566834,0.992781935,NA
Gm15298,0.958803987,-0.060692187,0.880565909,0.992781935,NA
Klhl31,0.958803987,-0.060692187,0.880561834,0.992781935,NA
Gm1141,0.958803987,-0.060692187,0.880561101,0.992781935,NA
Ebf3,0.958803987,-0.060692187,0.86720909,0.983271063,NA
Acot11,0.958803987,-0.060692187,0.851205893,0.973025517,NA
Dmrt1,0.958803987,-0.060692187,0.84218232,0.966024043,NA
Gm15859,0.958803987,-0.060692187,0.842126486,0.966016013,NA
Tnfrsf13b,0.958803987,-0.060692187,0.83872673,0.964998213,NA
Cdh15,0.958803987,-0.060692187,0.828642239,0.964998213,NA
Gm42901,0.958803987,-0.060692187,0.818549091,0.964998213,NA
Qrich2,0.958803987,-0.060692187,0.818534946,0.964998213,NA
Myo7b,0.958803987,-0.060692187,0.818531614,0.964998213,NA
Oxt,0.958803987,-0.060692187,0.786357885,0.959164612,NA
Gm15351,0.958803987,-0.060692187,0.743107368,0.921755076,NA
Pou5f2,0.958803987,-0.060692187,0.741431205,0.920252986,NA
Scn7a,0.958803987,-0.060692187,0.735882708,0.916413707,NA
Crmp1,0.958803987,-0.060692187,0.735842611,0.916413707,NA
Stmn4,0.958803987,-0.060692187,0.720262389,0.903846141,NA
4931422A03Rik,0.958803987,-0.060692187,0.686289919,0.875374762,NA
4930579C12Rik,0.958803987,-0.060692187,0.686289714,0.875374762,NA
4930440I19Rik,0.958803987,-0.060692187,0.686288605,0.875374762,NA
Ifi207,0.958803987,-0.060692187,0.686287087,0.875374762,NA
Gm43763,0.958803987,-0.060692187,0.686286573,0.875374762,NA
Tmprss4,0.958803987,-0.060692187,0.686286071,0.875374762,NA
F2rl3,0.958803987,-0.060692187,0.686285582,0.875374762,NA
Gm30214,0.958803987,-0.060692187,0.686282439,0.875374762,NA
Rnf223,0.958803987,-0.060692187,0.686282241,0.875374762,NA
Gm33819,0.958803987,-0.060692187,0.68628144,0.875374762,NA
Hnf1b,0.958803987,-0.060692187,0.68628129,0.875374762,NA
Adam21,0.958803987,-0.060692187,0.686280316,0.875374762,NA
Mab21l2,0.958803987,-0.060692187,0.686278757,0.875374762,NA
Crym,0.958803987,-0.060692187,0.571030403,0.787515576,NA
Mdm1,0.958803987,-0.060692187,0.431650501,0.657091974,NA
Rasgef1c,0.958803987,-0.060692187,0.397183765,0.614267003,NA
Ighmbp2,0.958803987,-0.060692187,0.386451236,0.600721228,NA
Aspscr1,0.958803987,-0.060692187,0.008525115,0.019917778,NA
Cox6b2,0.958552134,-0.061071195,0.001718724,0.004419001,NA
Vapb,0.958506683,-0.061139604,0.025608804,0.055590186,NA
Sumo1,0.958154501,-0.061669788,4.97E-09,2.09E-08,NA
Mbtps2,0.958002981,-0.06189795,0.699965261,0.885679467,NA
Naa30,0.957985196,-0.061924733,0.48630161,0.709493212,NA
Gsto1,0.957692115,-0.062366171,0.039312157,0.082136997,NA
Ankrd46,0.957199741,-0.063108088,0.273424335,0.451454819,NA
Zfp874a,0.957106989,-0.063247892,0.980729372,0.999994095,NA
Mea1,0.957104733,-0.063251292,0.162858025,0.293011137,NA
Kcnq1,0.956878678,-0.063592078,0.965606581,0.999994095,NA
Zdhhc20,0.956846245,-0.063640977,0.116959291,0.218826735,NA
Cklf,0.956828429,-0.06366784,0.088091126,0.170443921,NA
Rnf208,0.956810631,-0.063694675,0.672817608,0.866554901,NA
Dcp2,0.956539987,-0.064102815,0.415563197,0.637557868,NA
Hnrnpc,0.956502297,-0.064159662,1.44E-05,4.63E-05,NA
Dusp18,0.956326457,-0.064424906,0.166255629,0.298472534,NA
Max,0.956266509,-0.064515345,0.005804832,0.013908817,NA
Slc18b1,0.956233467,-0.064565196,0.984557822,0.999994095,NA
Ell,0.956198541,-0.06461789,0.843467879,0.967047655,NA
3110082I17Rik,0.955958871,-0.064979546,0.403656997,0.622526133,NA
Ckap2l,0.955941885,-0.06500518,0.718946803,0.902538752,NA
Hp1bp3,0.955736946,-0.065314504,0.001394771,0.00361854,NA
Galm,0.955721016,-0.065338552,0.870611161,0.984321162,NA
Vamp8,0.95557516,-0.065558743,0,0,NA
Tug1,0.95544683,-0.065752505,0.007896855,0.018548514,NA
Ddx56,0.955442711,-0.065758725,0.397050319,0.614156651,NA
Ube2d1,0.95531973,-0.065944434,0.018572489,0.041220799,NA
Rnpc3,0.955273409,-0.066014388,0.382388297,0.595481799,NA
Pofut2,0.955205773,-0.066116539,0.107017718,0.202450464,NA
Dock6,0.955130408,-0.066230371,0.897986137,0.999994095,NA
Nudt17,0.955126382,-0.066236452,0.808437599,0.964998213,NA
Rbms1,0.955078064,-0.066309436,0.001951892,0.004982235,NA
Mpst,0.955000097,-0.066427215,0.003909542,0.009608467,NA
Mzt1,0.954961785,-0.066485093,0.017630812,0.039271786,NA
Ehbp1,0.954961085,-0.066486151,0.328726911,0.531193902,NA
Bspry,0.954937842,-0.066521266,0.568019439,0.784621223,NA
Uhrf2,0.95490641,-0.066568753,0.000736737,0.001971076,NA
Susd3,0.954866393,-0.066629212,0.122251358,0.226651955,NA
Zbtb16,0.9547584,-0.066792387,0.995278499,0.999994095,NA
Tmem185a,0.954393665,-0.067343628,0.212551757,0.367961745,NA
Cbx6,0.954291968,-0.067497365,0.0149244,0.033583721,NA
Homer3,0.95418547,-0.067658377,0.061098048,0.122841914,NA
Ttc36,0.954149598,-0.067712615,0.98655117,0.999994095,NA
Dbndd1,0.953936961,-0.068034162,0.969199537,0.999994095,NA
Gm48855,0.953936961,-0.068034162,0.637593824,0.836475803,NA
Rab7,0.953830026,-0.068195896,0.007275592,0.017176963,NA
Nf1,0.953548209,-0.068622215,0.199262765,0.348001767,NA
Cdk5,0.953524229,-0.068658497,0.255775989,0.425905775,NA
Kansl2,0.953420808,-0.068814983,0.020734893,0.045676799,NA
Polr3gl,0.953407341,-0.06883536,0.512857471,0.740644364,NA
Tsen34,0.953271942,-0.069040262,3.81E-08,1.51E-07,NA
Eppin,0.952921754,-0.069570339,0.98193967,0.999994095,NA
Ano1,0.95281839,-0.069726837,0.243921448,0.408435254,NA
Fcho1,0.952773773,-0.069794394,0.880827121,0.992872217,NA
Itfg1,0.952761773,-0.069812565,0.084669778,0.164548339,NA
Gm10353,0.952537294,-0.070152516,0.940624197,0.999994095,NA
Cnot9,0.952516747,-0.070183636,0.442930078,0.671472358,NA
Txndc5,0.952423775,-0.07032446,0.000624122,0.001682755,NA
D030056L22Rik,0.952416691,-0.07033519,0.228329397,0.391065985,NA
Pml,0.952351739,-0.070433582,0.668735778,0.8631692,NA
Phkg2,0.952310957,-0.070495362,0.287015837,0.470674565,NA
Gm27003,0.952191545,-0.070676276,0.896242436,0.999671228,NA
Angpt2,0.952099064,-0.070816404,0.957201069,0.999994095,NA
Naglu,0.951982456,-0.070993108,0.127703201,0.235853302,NA
Cpz,0.951906116,-0.071108803,0.96574661,0.999994095,NA
Flywch1,0.951749968,-0.071345479,0.475103323,0.696414714,NA
Zc3h3,0.951521931,-0.071691186,0.579221879,0.795919086,NA
Plxna1,0.951352142,-0.071948642,0.70663991,0.891615684,NA
Osbpl2,0.951177925,-0.072212862,0.041553545,0.086427529,NA
Dhx35,0.951050855,-0.072405608,0.326056829,0.527266916,NA
Dcxr,0.950894513,-0.07264279,0.429832348,0.654777723,NA
H6pd,0.950813953,-0.072765019,0.124151141,0.22976498,NA
Rnf5,0.950810782,-0.072769832,0.101918842,0.193786865,NA
Pls3,0.950793637,-0.072795846,0.204153048,0.355412796,NA
Cox7a1,0.950787231,-0.072805567,0.644096401,0.839030357,NA
Usp30,0.95074681,-0.072866901,0.824273443,0.964998213,NA
Dscr3,0.95074681,-0.072866901,0.496598663,0.721324235,NA
Rfk,0.950682578,-0.072964373,0.045856167,0.094433344,NA
Mapkapk3,0.950678529,-0.072970517,0.790649356,0.962395207,NA
Rbbp7,0.950629406,-0.073045065,0,0,NA
Zfyve27,0.950585667,-0.073111446,0.889577931,0.996806838,NA
Prkd3,0.950525842,-0.073202245,0.06827328,0.135955509,NA
Mrpl52,0.950363204,-0.073449115,8.92E-11,4.20E-10,NA
Nprl2,0.95027587,-0.073581699,0.393137622,0.609391038,NA
Tusc3,0.950220066,-0.073666422,1.45E-05,4.65E-05,NA
Sema5a,0.950217682,-0.073670041,0.790432494,0.962395207,NA
Slc35a2,0.950146614,-0.073777946,0.368197433,0.576385103,NA
Tmem59,0.950145765,-0.073779236,1.11E-15,7.01E-15,NA
Shkbp1,0.949909701,-0.074137718,0.861072456,0.979582973,NA
Ddit3,0.949752097,-0.074377102,0.510884794,0.738318203,NA
Tomm7,0.949688671,-0.074473451,1.49E-07,5.64E-07,NA
Rnf44,0.949683378,-0.074481492,0.043102257,0.089320014,NA
Dynlt1a,0.949456316,-0.074826471,0.073719461,0.145715265,NA
Cggbp1,0.949415453,-0.074888563,0.001492063,0.003859813,NA
Tmem44,0.949263649,-0.075119258,0.877342634,0.990163851,NA
BC024978,0.949247801,-0.075143343,0.453170943,0.684374959,NA
A330048O09Rik,0.949119098,-0.075338963,0.986850703,0.999994095,NA
Fastk,0.949038956,-0.075460787,0.062835307,0.126040159,NA
Ipo13,0.948948439,-0.075598394,0.743426927,0.921920227,NA
Tbc1d9b,0.948810322,-0.075808391,0.581825391,0.798550139,NA
Zbtb8b,0.948781645,-0.075851994,0.493082558,0.717639726,NA
Mgat5,0.948746602,-0.075905281,0.373196923,0.583079061,NA
P2rx7,0.948494266,-0.076289042,0.885983512,0.995532795,NA
Reep6,0.948494266,-0.076289042,0.846772188,0.969950095,NA
Dnajc5,0.948494266,-0.076289042,0.039850515,0.083156422,NA
Cnn2,0.948419828,-0.07640227,0.406185876,0.625743244,NA
Bcl2l12,0.948186002,-0.076758,0.382473415,0.595547351,NA
Tm4sf5,0.948142712,-0.076823869,0.03546528,0.074938492,NA
5430402O13Rik,0.948030908,-0.076993999,0.982825607,0.999994095,NA
Gorab,0.947939352,-0.077133334,0.240015399,0.403596233,NA
Ccdc57,0.947890771,-0.077207274,0.955546281,0.999994095,NA
Gadd45a,0.947829123,-0.077301105,0.232498101,0.39485555,NA
Myl4,0.947783251,-0.077370928,0.992479433,0.999994095,NA
Polr3f,0.947783251,-0.077370928,0.037719187,0.079151476,NA
Kars,0.947662724,-0.077554404,0.00460364,0.011191987,NA
Itgb4,0.94752394,-0.077765701,0.756954844,0.934012021,NA
Tm2d1,0.947466483,-0.077853187,0.019373502,0.042891286,NA
Sbf2,0.947424992,-0.077916366,6.41E-06,2.12E-05,NA
Hnrnph2,0.947356759,-0.078020271,0.667684691,0.862046111,NA
Rusc1,0.947252131,-0.078179614,0.504454228,0.730586544,NA
Supt7l,0.947078256,-0.078444456,0.193344006,0.338741575,NA
Mrc2,0.9469669,-0.078614095,0.902548391,0.999994095,NA
Kdr,0.946840301,-0.078806982,2.66E-05,8.29E-05,NA
Clip1,0.946660396,-0.079081128,0.050523932,0.103261124,NA
Il1rap,0.946563936,-0.079228139,0.788295071,0.96081658,NA
Rab40c,0.946547889,-0.079252597,0.508785379,0.735999442,NA
9430065F17Rik,0.946511628,-0.079307865,0.745384611,0.923635458,NA
Fbxo27,0.946458871,-0.079388281,0.829232381,0.964998213,NA
Dact1,0.946432322,-0.07942875,0.988868587,0.999994095,NA
Psmb7,0.946396089,-0.079483984,0.000158428,0.000455394,NA
Slc35f2,0.946229508,-0.079737943,0.776916057,0.951755848,NA
Map3k2,0.946083536,-0.079960521,0.564794086,0.781038561,NA
Rasl11b,0.946019934,-0.080057512,0.851335843,0.973025517,NA
Slc46a1,0.945951386,-0.080162051,0.764586947,0.940496144,NA
Eif4ebp2,0.94587048,-0.080285449,0.002771175,0.006951481,NA
1810024B03Rik,0.945812063,-0.080374553,0.490730581,0.714795107,NA
Ergic1,0.945669686,-0.080591745,0.025411785,0.055192791,NA
Laptm4b,0.945640043,-0.080636968,0.000344444,0.000954046,NA
2900093K20Rik,0.945436631,-0.080947332,0.62783273,0.836475803,NA
Col9a2,0.945299705,-0.08115629,0.837394003,0.964998213,NA
Rps6kb2,0.945141231,-0.08139817,0.122138828,0.226464551,NA
Stox2,0.945106787,-0.081450747,0.93590082,0.999994095,NA
Cradd,0.945087191,-0.08148066,0.259999633,0.432102221,NA
Pdgfc,0.945002405,-0.081610094,0.034140028,0.072339122,NA
Maged2,0.944980339,-0.081643782,8.62E-11,4.06E-10,NA
Tspan32,0.944948438,-0.081692486,0.670467875,0.864635569,NA
U2af2,0.944933938,-0.081714623,0.36718187,0.575172019,NA
Abraxas1,0.944786385,-0.081939921,0.770426306,0.945829123,NA
Eme2,0.944493479,-0.082387258,0.67301368,0.866598752,NA
P3h1,0.944345114,-0.082613901,0.031216061,0.066592917,NA
Sult5a1,0.944276654,-0.082718493,0.984137212,0.999994095,NA
Xab2,0.944213491,-0.082814998,0.123214155,0.228116276,NA
B230219D22Rik,0.94415585,-0.082903073,3.74E-07,1.38E-06,NA
Mapk14,0.944092518,-0.082999849,0.042208793,0.087642946,NA
Ogfod2,0.943955252,-0.083209624,0.628119806,0.836475803,NA
Serf2,0.943928579,-0.08325039,0,0,NA
Zbed3,0.943917827,-0.083266823,0.006691002,0.015884004,NA
Dpysl4,0.943822674,-0.083412264,0.919144307,0.999994095,NA
Anks6,0.943822674,-0.083412264,0.619067449,0.836475803,NA
Scube2,0.94361167,-0.083734834,0.311528368,0.505881971,NA
Azin2,0.943500384,-0.08390499,0.076402379,0.150537038,NA
Emilin2,0.943422105,-0.084024691,0.539074607,0.758136303,NA
Dpm3,0.943390326,-0.084073288,0.000310822,0.000865401,NA
Gsr,0.943322303,-0.084177317,0.01582631,0.035468004,NA
Plac8,0.943156651,-0.084430684,8.99E-07,3.21E-06,NA
Dohh,0.943018381,-0.084642204,0.0265055,0.057245002,NA
Tbc1d23,0.942937254,-0.084766322,0.07340299,0.145133228,NA
Bscl2,0.94288795,-0.084841759,0.210515827,0.364884262,NA
Rpl36al,0.942884813,-0.084846559,0,0,NA
Kank2,0.942785782,-0.084998094,0.13634292,0.250337446,NA
Tcf3,0.942757058,-0.085042049,0.000240764,0.000679816,NA
Dusp23,0.942734646,-0.085076346,0.538918944,0.758136303,NA
Setdb2,0.942644369,-0.085214506,0.825503869,0.964998213,NA
Wscd1,0.942553072,-0.085354241,0.993260276,0.999994095,NA
Lrrc17,0.942553072,-0.085354241,0.985994561,0.999994095,NA
Rab3b,0.942553072,-0.085354241,0.936180076,0.999994095,NA
Ap1s3,0.942553072,-0.085354241,0.39444511,0.610615812,NA
Tmtc3,0.942513628,-0.085414617,0.765727828,0.941606757,NA
Tex14,0.942272883,-0.085783168,0.974799311,0.999994095,NA
Mdrl,0.942272883,-0.085783168,0.785035647,0.957847108,NA
Bicd2,0.942246932,-0.085822902,0.237886608,0.402969077,NA
Ikzf5,0.942117974,-0.086020367,0.264914502,0.439163553,NA
Dlec1,0.941982864,-0.086227279,0.978254838,0.999994095,NA
Foxj1,0.941982864,-0.086227279,0.906515362,0.999994095,NA
Gm10330,0.941982864,-0.086227279,0.858006473,0.978106613,NA
Nubp2,0.941859858,-0.086415682,0.222632509,0.382933336,NA
Zfp410,0.941765467,-0.086560273,0.136294924,0.250272551,NA
F8a,0.941736272,-0.086604998,0.480633297,0.702518685,NA
Clip3,0.941564081,-0.08686881,0.935549587,0.999994095,NA
Suclg2,0.941499895,-0.086967161,0.026914981,0.058049733,NA
Acad12,0.941371187,-0.087164399,0.576993432,0.793360956,NA
Slc39a6,0.941355325,-0.087188709,0.200657738,0.350128903,NA
Zer1,0.941350031,-0.087196822,0.289850801,0.474851225,NA
Mms22l,0.941313367,-0.087253013,0.147647415,0.269021015,NA
Ftl1,0.941302209,-0.087270114,7.07E-12,3.56E-11,NA
Mynn,0.941273112,-0.087314711,0.208387813,0.361770681,NA
Rhobtb1,0.941178913,-0.087459097,0.300805974,0.49068556,NA
Bsdc1,0.940993386,-0.087743512,0.45725767,0.689137646,NA
Myd88,0.940982351,-0.08776043,0.891085959,0.997084815,NA
Gm2a,0.940970783,-0.087778167,1.84E-14,1.09E-13,NA
Mthfsl,0.940932911,-0.087836233,0.076135393,0.150085733,NA
Slc39a3,0.940836621,-0.087983879,0.765798693,0.941635365,NA
Mtmr2,0.940753413,-0.088111476,0.060770997,0.122209195,NA
Cdk6,0.940571976,-0.088389747,1.56E-07,5.90E-07,NA
Dtnb,0.940469152,-0.088547471,0.111241455,0.209519039,NA
Triqk,0.940380852,-0.088682931,0.225151519,0.386627375,NA
Dars,0.94020375,-0.08895466,0.030858965,0.065909312,NA
B9d1,0.940159006,-0.089023319,0.032870108,0.069895355,NA
Plscr1,0.940140079,-0.089052363,0.130339438,0.240318274,NA
Ptk2b,0.940125987,-0.089073989,0.255804349,0.425917147,NA
Mest,0.940065848,-0.089166279,0.000577287,0.00155988,NA
P2ry2,0.940003909,-0.089261339,0.740473814,0.919765845,NA
Mxd3,0.940003909,-0.089261339,0.139018405,0.254611804,NA
Capn7,0.939782894,-0.089600587,0.10333694,0.196068613,NA
Foxl2,0.939777707,-0.08960855,0.188535274,0.331579373,NA
Snx18,0.939771706,-0.089617762,0.044211251,0.0914075,NA
Actr3b,0.939653441,-0.089799329,0.549628235,0.76477075,NA
Wdr74,0.939550895,-0.089956782,0.059857854,0.120519905,NA
Pradc1,0.939522737,-0.090000019,0.824614513,0.964998213,NA
Elmod3,0.939499208,-0.090036149,0.384451788,0.598083146,NA
Son,0.939431235,-0.090140532,6.66E-16,4.25E-15,NA
Arhgef7,0.939363517,-0.090244532,0.22135779,0.381204822,NA
Amfr,0.939314168,-0.090320324,0.010173592,0.023551306,NA
Oplah,0.939255556,-0.09041035,0.172494152,0.306253753,NA
Amhr2,0.939252092,-0.090415671,2.28E-08,9.18E-08,NA
Ins2,0.939236558,-0.090439531,0.998765725,0.999994095,NA
Cfap54,0.939104747,-0.090642011,0.001894111,0.004849141,NA
Uxs1,0.938939932,-0.090895229,0.055461747,0.112564567,NA
Minos1,0.938927815,-0.090913847,2.59E-05,8.09E-05,NA
2810408A11Rik,0.938866664,-0.091007812,0.449362601,0.680025319,NA
Rnps1,0.938810473,-0.091094159,0.000400912,0.001102577,NA
Col6a2,0.938711699,-0.091245956,0.034555037,0.073171455,NA
Fundc2,0.938672256,-0.091306576,4.46E-06,1.50E-05,NA
Uxt,0.938602282,-0.091414127,0.169970381,0.302234075,NA
Gpsm2,0.938595003,-0.091425315,0.374266833,0.584583221,NA
Vamp4,0.938576055,-0.091454441,0.576114376,0.792427659,NA
Nsg1,0.938547564,-0.091498234,0.086325609,0.167437317,NA
Senp3,0.938497825,-0.091574693,0.063690202,0.12766436,NA
Ung,0.938459754,-0.091633218,0.18869653,0.331803978,NA
Uck2,0.938241868,-0.091968214,0.266785668,0.441784203,NA
Ckb,0.938184546,-0.092056358,0,0,NA
Gm16124,0.938126035,-0.092146337,0.910962695,0.999994095,NA
Cavin2,0.938050654,-0.092262266,0.895255766,0.999150892,NA
Pdia4,0.938016908,-0.092314166,0.013620768,0.030850243,NA
1110034G24Rik,0.937984243,-0.092364407,0.199750419,0.348822632,NA
Exd2,0.937909953,-0.092478676,0.719850415,0.903443783,NA
Sh2b1,0.937876171,-0.09253064,0.634097342,0.836475803,NA
Unc45b,0.937832771,-0.092597403,0.757794906,0.934757051,NA
Gatc,0.937777583,-0.092682301,0.488554585,0.712149937,NA
Sppl2b,0.93770561,-0.09279303,0.438404969,0.665837013,NA
Fam91a1,0.937555052,-0.093024689,0.041533681,0.086395297,NA
Gm42067,0.937497231,-0.093113665,0.976805387,0.999994095,NA
Timeless,0.937497231,-0.093113665,0.899185456,0.999994095,NA
Gdpd5,0.937497231,-0.093113665,0.42326793,0.647370201,NA
Grk5,0.937402112,-0.09326005,0.693148482,0.880263418,NA
Sesn3,0.937320799,-0.093385198,0.040314644,0.084045135,NA
Hoxd9,0.937271271,-0.093461433,0.078334541,0.153914769,NA
Fbf1,0.937241678,-0.093506984,0.647447879,0.84235352,NA
Nfyc,0.937203897,-0.093565142,0.065066805,0.130159928,NA
Alkbh6,0.937196228,-0.093576947,0.015969098,0.035763692,NA
Stoml1,0.937104316,-0.093718442,0.352583233,0.555672523,NA
Meis3,0.936963349,-0.093935479,0.265529731,0.439888548,NA
Laptm4a,0.9369193,-0.094003306,0,0,NA
